2016,7,31,16,51.1948264984227130
2016,7,31,17,1.7940833333333333
2016,7,31,18,10.0383889931207000
2016,7,31,19,6.1413707865168539
2016,7,31,20,8.3973734513274336
2016,7,31,21,73.5405406633348480
2016,7,31,22,159.8895444957152270
2016,7,31,23,34.0708326693227090
2016,8,1,0,69.7564325518178730
2016,8,1,1,48.1574708470847080
2016,8,1,2,17.4290324074074070
2016,8,1,3,5.5943366336633663
2016,8,1,4,9.1419949109414758
2016,8,1,5,14.4151891117478510
2016,8,1,6,1.5541666666666667
2016,8,1,7,15.7282261904761900
2016,8,1,8,21.1564157175398630
2016,8,1,9,1.5934583333333333
2016,8,1,10,4.3529166666666667
2016,8,1,11,87.5080657894736840
2016,8,1,12,1.5835000000000000
2016,8,1,13,29.9959344262295080
2016,8,1,14,46.8553964079538170
2016,8,1,15,20.0111057531630460
2016,8,1,16,94.6157284061696660
2016,8,1,17,58.6487434362045140
2016,8,1,18,20.8815984522785900
2016,8,1,19,72.4154909266876360
2016,8,1,20,58.9246686590436590
2016,8,1,21,84.3067604562737640
2016,8,1,22,122.5261538745387450
2016,8,1,23,85.1076058098020120
2016,8,2,0,101.7361568656277570
2016,8,2,1,24.3167470952749810
2016,8,2,2,122.0310546659304250
2016,8,2,3,74.2989314442413160
2016,8,2,4,129.6967691387559810
2016,8,2,5,71.1511239448219070
2016,8,2,6,1.9676388888888889
2016,8,2,7,45.3233373493975900
2016,8,2,8,0.52597727272727272730
2016,8,2,9,0.47493750000000000000
2016,8,2,10,0.36689583333333333330
2016,8,2,11,12.2201858407079650
2016,8,2,12,58.0710813743218810
2016,8,2,13,75.9720821672048800
2016,8,2,14,86.0020336538461540
2016,8,2,15,22.4082420588235290
2016,8,2,16,93.1733733049989880
2016,8,2,17,55.2889921111945910
2016,8,2,18,56.7059533689400160
2016,8,2,19,84.2515716615033430
2016,8,2,20,101.4842500290866780
2016,8,2,21,136.8598881478658540
2016,8,2,22,62.5393413387838530
2016,8,2,23,47.6955947622329430
2016,8,3,0,28.6536128110975110
2016,8,3,1,68.2935053282915090
2016,8,3,2,65.4284130561492130
2016,8,3,3,102.4286141260973660
2016,8,3,4,56.5472182066809920
2016,8,3,5,18.6264831460674160
2016,8,3,6,67.8456661764705880
2016,8,3,7,92.5702828579829460
2016,8,3,8,0.41591666666666666670
2016,8,3,9,0.38620833333333333330
2016,8,3,10,2.4085945945945946
2016,8,3,11,10.7638414634146340
2016,8,3,12,31.4489252873563220
2016,8,3,13,153.4695363601385150
2016,8,3,14,271.2642420287705770
2016,8,3,15,36.5611996434937610
2016,8,3,16,29.2185496806617110
2016,8,3,17,126.9859396924555500
2016,8,3,18,163.7181875191189970
2016,8,3,19,21.4754753134796240
2016,8,3,20,34.1040598911070780
2016,8,3,21,75.1127804170444240
2016,8,3,22,39.4469905441016900
2016,8,3,23,5.1409929328621908
2016,8,4,0,255.8132918813695180
2016,8,4,1,214.4145150846210450
2016,8,4,2,36.1957284522706210
2016,8,4,3,78.4117736768802230
2016,8,4,4,9.9754722222222222
2016,8,4,5,34.1333243123336290
2016,8,4,6,0.39741666666666666670
2016,8,4,7,3.5579206349206349
2016,8,4,8,0.33243750000000000000
2016,8,4,9,0.27264583333333333330
2016,8,4,10,15.6974805194805190
2016,8,4,11,33.3286867469879520
2016,8,4,12,69.0402700057570520
